cords,emotion,x,y,dist
"(0.74, 0.92)",surprise,0.74,0.92,0.8424737634808875
"(0.58, 0.29)",surprise,0.58,0.29,0.3391832232538444
"(0.29, 0.13)",surprise,0.29,0.13,0.11752018210759202
"(0.76, 0.38)",surprise,0.76,0.38,0.5343316328853293
"(0.38, 0.12)",surprise,0.38,0.12,0.17978954339974365
"(0.11, 0.52)",surprise,0.11,0.52,0.3121263867642236
"(0.14, 0.75)",surprise,0.14,0.75,0.5221544397368151
"(0.42, 0.15)",surprise,0.42,0.15,0.1963063117369801
"(0.26, 0.91)",surprise,0.26,0.91,0.671711476668306
"(0.82, 0.15)",surprise,0.82,0.15,0.5820068489490313
"(0.29, 0.08)",surprise,0.29,0.08,0.1647942567226038
"(0.32, 0.11)",surprise,0.32,0.11,0.14887625752868872
"(0.08, 0.6)",surprise,0.08,0.6,0.3973088846803683
"(0.45, 0.44)",surprise,0.45,0.44,0.28765110991402315
"(0.59, 0.31)",surprise,0.59,0.31,0.3525786330782126
"(0.25, 0.06)",surprise,0.25,0.06,0.17853859013568066
"(0.24, 0.53)",surprise,0.24,0.53,0.2915772400392309
"(0.62, 0.69)",sadness,0.62,0.69,0.5871078338663323
"(0.19, 0.49)",surprise,0.19,0.49,0.2574290862768674
"(0.8, 0.64)",surprise,0.8,0.64,0.6852224998651771
"(0.68, 0.24)",surprise,0.68,0.24,0.43524747423962407
"(0.07, 0.24)",surprise,0.07,0.24,0.1747620165635852
"(0.33, 0.71)",joy,0.33,0.71,0.4791817911886858
"(0.05, 0.5)",surprise,0.05,0.5,0.32608583566843347
"(0.4, 0.05)",surprise,0.4,0.05,0.24416937873184244
"(0.18, 0.77)",surprise,0.18,0.77,0.535468372378786
"(0.36, 0.05)",surprise,0.36,0.05,0.2209051948024615
"(0.72, 0.19)",surprise,0.72,0.19,0.47770921918852105
"(0.39, 0.12)",surprise,0.39,0.12,0.18742778614918176
"(0.81, 0.63)",surprise,0.81,0.63,0.6876074462915658
"(0.38, 0.77)",surprise,0.38,0.77,0.5484745025212096
"(0.63, 0.11)",surprise,0.63,0.11,0.406098372697425
"(0.3, 0.12)",surprise,0.3,0.12,0.13071005728989438
"(0.78, 0.34)",surprise,0.78,0.34,0.5447907921290663
"(0.84, 0.32)",surprise,0.84,0.32,0.6008034947938033
"(0.03, 0.37)",surprise,0.03,0.37,0.25183761040359004
"(0.94, 0.31)",surprise,0.94,0.31,0.6989156037567265
"(1.0, 0.49)",surprise,1.0,0.49,0.796031555880699
"(0.91, 0.16)",surprise,0.91,0.16,0.6698558034371321
"(0.32, 0.12)",neutral,0.32,0.12,0.14033855238856385
"(0.29, 0.81)",surprise,0.29,0.81,0.5733265220578142
"(0.33, 0.92)",surprise,0.33,0.92,0.6868488500776216
"(0.87, 0.15)",surprise,0.87,0.15,0.6314716523709168
"(0.15, 0.62)",surprise,0.15,0.62,0.3931286736448544
"(0.22, 0.21)",joy,0.22,0.21,0.037721099062589726
"(0.57, 1.0)",anger,0.57,1.0,0.8280851280010936
"(0.65, 0.61)",sadness,0.65,0.61,0.549785540056983
"(0.61, 0.12)",surprise,0.61,0.12,0.383975086859129
"(0.25, 0.85)",surprise,0.25,0.85,0.6115609514990356
"(0.83, 0.32)",surprise,0.83,0.32,0.5908975750936473
"(0.2, 0.27)",surprise,0.2,0.27,0.05475131495512123
"(0.07, 0.64)",surprise,0.07,0.64,0.4379184075420215
"(0.16, 0.28)",surprise,0.16,0.28,0.09438694454480288
"(0.25, 0.87)",surprise,0.25,0.87,0.631560239296256
"(0.33, 0.29)",joy,0.33,0.29,0.0996136602805544
"(0.41, 0.09)",surprise,0.41,0.09,0.22214107575652442
"(0.47, 0.44)",sadness,0.47,0.44,0.30224650741499
"(0.43, 0.57)",joy,0.43,0.57,0.3797806877988652
"(0.17, 0.36)",surprise,0.17,0.36,0.14268827650354685
"(0.33, 0.72)",surprise,0.33,0.72,0.48902551900444474
"(0.25, 0.94)",anger,0.25,0.94,0.7015580663603895
"(0.31, 0.06)",joy,0.31,0.06,0.19001420682940315
"(0.61, 0.51)",surprise,0.61,0.51,0.45512291452801584
"(0.31, 0.96)",surprise,0.31,0.96,0.7244823183254632
"(0.74, 0.49)",surprise,0.74,0.49,0.5554628387485283
"(0.05, 0.32)",joy,0.05,0.32,0.21113532643717975
"(0.51, 0.79)",surprise,0.51,0.79,0.6120044564715711
"(0.31, 0.19)",joy,0.31,0.19,0.081273604552814
"(0.11, 0.6)",surprise,0.11,0.6,0.38583550272187694
"(0.2, 0.82)",surprise,0.2,0.82,0.5832581025426243
"(0.62, 0.12)",surprise,0.62,0.12,0.3934993804739352
"(0.39, 0.67)",surprise,0.39,0.67,0.4553256886154032
"(0.91, 0.59)",surprise,0.91,0.59,0.7524160247638819
"(0.3, 0.11)",surprise,0.3,0.11,0.13983686869333936
"(0.89, 0.32)",surprise,0.89,0.32,0.6503762871453135
"(0.38, 0.78)",surprise,0.38,0.78,0.5581711647395067
"(0.74, 0.18)",surprise,0.74,0.18,0.4986833856032577
"(0.33, 0.26)",joy,0.33,0.26,0.08792368066784974
"(0.32, 0.96)",surprise,0.32,0.96,0.7254512558891417
"(0.2, 0.09)",surprise,0.2,0.09,0.1550608278562601
"(0.89, 0.51)",surprise,0.89,0.51,0.7000528053408104
"(0.67, 0.39)",surprise,0.67,0.39,0.4514388188765069
"(0.67, 0.23)",surprise,0.67,0.23,0.42532893094205093
"(0.09, 0.61)",surprise,0.09,0.61,0.40247983077618005
"(0.42, 0.63)",surprise,0.42,0.63,0.4289674709167345
"(0.86, 0.63)",joy,0.86,0.63,0.7292657099576834
"(0.47, 0.84)",surprise,0.47,0.84,0.6423268019282153
"(0.19, 0.9)",surprise,0.19,0.9,0.6638006273896412
"(0.59, 0.07)",surprise,0.59,0.07,0.38415261415853896
"(0.23, 0.56)",joy,0.23,0.56,0.32187683901813735
"(0.31, 0.65)",sadness,0.31,0.65,0.41667827326654766
"(0.21, 0.78)",surprise,0.21,0.78,0.5426525890138558
"(0.85, 0.25)",surprise,0.85,0.25,0.6053547305885684
"(0.13, 0.6)",surprise,0.13,0.6,0.37931362402428115
"(0.63, 0.33)",joy,0.63,0.33,0.3959707203625285
"(0.46, 0.65)",joy,0.46,0.65,0.4644289073537718
"(0.45, 0.62)",joy,0.45,0.62,0.433240126475625
"(0.66, 0.57)",surprise,0.66,0.57,0.5313623605766281
"(0.09, 0.24)",joy,0.09,0.24,0.15476289168647966
"(0.77, 0.23)",surprise,0.77,0.23,0.5253129072707607
"(0.22, 0.71)",surprise,0.22,0.71,0.47218782582035207
"(0.57, 0.19)",surprise,0.57,0.19,0.328835325846053
"(0.51, 0.89)",surprise,0.51,0.89,0.7034608354761162
"(0.28, 0.29)",neutral,0.28,0.29,0.062437214784246894
"(0.32, 1.0)",surprise,0.32,1.0,0.7652467586303192
"(0.13, 0.45)",surprise,0.13,0.45,0.24066010660035722
"(0.07, 0.36)",surprise,0.07,0.36,0.2128637902570599
"(0.29, 0.67)",surprise,0.29,0.67,0.4339038276670765
"(0.93, 0.36)",surprise,0.93,0.36,0.6959396326001133
"(0.35, 0.61)",surprise,0.35,0.61,0.3861570754354959
"(0.11, 0.67)",surprise,0.11,0.67,0.45208895117667736
"(0.85, 0.4)",surprise,0.85,0.4,0.6264310722717198
"(0.39, 0.3)",anger,0.39,0.3,0.15774352973935116
"(0.02, 0.34)",surprise,0.02,0.34,0.24662720696749502
"(0.23, 0.11)",surprise,0.23,0.11,0.12930616424475866
"(0.66, 0.53)",sadness,0.66,0.53,0.5073685852656722
"(0.19, 0.69)",sadness,0.19,0.69,0.4548462587256571
"(0.63, 0.4)",sadness,0.63,0.4,0.4177417814868467
"(0.63, 0.53)",neutral,0.63,0.53,0.48312337554687246
"(0.64, 0.73)",sadness,0.64,0.73,0.6307364550428999
"(0.63, 0.66)",sadness,0.63,0.66,0.5710588375988979
"(0.82, 0.4)",sadness,0.82,0.4,0.5974957765480952
"(0.29, 0.73)",sadness,0.29,0.73,0.4936163966571161
"(0.62, 0.43)",sadness,0.62,0.43,0.42130227697843853
"(0.5, 1.0)",sadness,0.5,1.0,0.8031753939721522
"(0.55, 0.75)",joy,0.55,0.75,0.5956894813890594
"(0.76, 0.98)",sadness,0.76,0.98,0.9029709008312815
"(0.63, 0.34)",sadness,0.63,0.34,0.39840128089049737
"(0.56, 0.17)",sadness,0.56,0.17,0.3225929911790496
"(0.65, 0.45)",neutral,0.65,0.45,0.45713437014015995
"(0.43, 0.14)",sadness,0.43,0.14,0.20978630532497178
"(0.66, 0.86)",sadness,0.66,0.86,0.7474879704248586
"(0.82, 0.82)",sadness,0.82,0.82,0.8179813632871589
"(0.18, 0.64)",sadness,0.18,0.64,0.4067264164250783
"(0.99, 0.8)",sadness,0.99,0.8,0.9331212081004253
"(0.89, 0.81)",sadness,0.89,0.81,0.8619727415577685
"(0.48, 0.62)",sadness,0.48,0.62,0.44823173973214
"(0.48, 0.13)",sadness,0.48,0.13,0.2590443981166329
"(0.44, 0.45)",joy,0.44,0.45,0.2878698232893534
"(0.71, 0.67)",joy,0.71,0.67,0.6345692445034934
"(0.52, 0.51)",sadness,0.52,0.51,0.38664300250285116
"(0.35, 0.68)",sadness,0.35,0.68,0.45390821927376457
"(0.91, 0.77)",sadness,0.91,0.77,0.851518479233028
"(0.16, 0.85)",sadness,0.16,0.85,0.6173837878130182
"(0.1, 0.05)",sadness,0.1,0.05,0.23763802802464246
"(0.37, 0.52)",sadness,0.37,0.52,0.308139828717033
"(0.61, 0.93)",sadness,0.61,0.93,0.7820672445645472
"(0.82, 0.62)",sadness,0.82,0.62,0.6902739500153069
"(0.7, 0.19)",sadness,0.7,0.19,0.457816893405995
"(0.55, 0.78)",sadness,0.55,0.78,0.6216415896076084
"(0.35, 0.34)",joy,0.35,0.34,0.1462412994954779
"(0.68, 0.92)",sadness,0.68,0.92,0.8086610362347625
"(0.32, 0.54)",sadness,0.32,0.54,0.3107848403298098
"(0.41, 0.99)",sadness,0.41,0.99,0.7694906681094298
"(0.23, 0.47)",sadness,0.23,0.47,0.23200813869212603
"(0.97, 0.52)",sadness,0.97,0.52,0.7779742028727358
"(0.63, 0.45)",sadness,0.63,0.45,0.4395020388503909
"(0.47, 0.19)",sadness,0.47,0.19,0.23039904616844412
"(0.95, 0.31)",sadness,0.95,0.31,0.7088638206873902
"(0.52, 0.49)",sadness,0.52,0.49,0.3728689755435296
"(0.67, 0.78)",sadness,0.67,0.78,0.6885470261272033
"(0.81, 0.73)",sadness,0.81,0.73,0.7490738898822338
"(0.65, 0.84)",sadness,0.65,0.84,0.7253080947869261
"(0.85, 0.62)",joy,0.85,0.62,0.7154668485572337
"(0.12, 0.51)",sadness,0.12,0.51,0.29882604837700405
"(0.9, 0.7)",sadness,0.9,0.7,0.8014757892507103
"(0.61, 0.89)",anger,0.61,0.89,0.7469311200490353
"(0.43, 0.38)",sadness,0.43,0.38,0.23312819529255532
"(0.68, 0.29)",sadness,0.68,0.29,0.4382855347667983
"(0.54, 0.61)",sadness,0.54,0.61,0.47456326649025654
"(0.43, 0.1)",sadness,0.43,0.1,0.23127303556365011
"(0.88, 0.58)",sadness,0.88,0.58,0.7212381158646761
"(0.02, 0.31)",sadness,0.02,0.31,0.2358657913396513
"(0.51, 0.48)",sadness,0.51,0.48,0.35874170176774395
"(0.66, 0.35)",sadness,0.66,0.35,0.4299639928652672
"(0.29, 0.51)",sadness,0.29,0.51,0.27528208073144234
"(0.92, 0.15)",sadness,0.92,0.15,0.681014627796299
"(0.44, 0.69)",joy,0.44,0.69,0.491942574594947
"(0.86, 0.62)",sadness,0.86,0.62,0.7239459278767405
"(0.81, 0.89)",sadness,0.81,0.89,0.8625566649186641
"(0.63, 0.57)",sadness,0.63,0.57,0.5082629958229118
"(0.26, 0.75)",sadness,0.26,0.75,0.5117655715223608
"(0.67, 1.0)",sadness,0.67,1.0,0.8722235552113567
"(0.66, 0.67)",joy,0.66,0.67,0.5988769911636771
"(0.62, 0.67)",sadness,0.62,0.67,0.5718689274000455
"(0.31, 0.44)",anger,0.31,0.44,0.21183632730539384
"(0.59, 0.44)",sadness,0.59,0.44,0.3997645463310883
"(0.5, 0.57)",sadness,0.5,0.57,0.4184108466080258
"(0.29, 0.66)",sadness,0.29,0.66,0.4239596235885804
"(0.15, 0.57)",sadness,0.15,0.57,0.34481343925072905
"(0.85, 0.67)",sadness,0.85,0.67,0.7433348219599737
"(0.38, 0.56)",neutral,0.38,0.56,0.3488239184312545
"(0.27, 0.34)",sadness,0.27,0.34,0.10462961740809928
"(0.11, 0.05)",sadness,0.11,0.05,0.23168238489003834
"(0.99, 0.45)",sadness,0.99,0.45,0.7746859143742542
"(0.69, 0.57)",sadness,0.69,0.57,0.5551221879480696
"(0.46, 0.28)",anger,0.46,0.28,0.21921621392441948
"(1.0, 0.69)",sadness,1.0,0.69,0.8799327375278356
"(0.6, 0.76)",sadness,0.6,0.76,0.6310318557670533
"(0.59, 0.26)",sadness,0.59,0.26,0.34591595272472575
"(0.52, 0.53)",sadness,0.52,0.53,0.40094182850627874
"(0.36, 0.54)",neutral,0.36,0.54,0.32281077645953177
"(0.56, 0.19)",sadness,0.56,0.19,0.3189479211711292
"(0.47, 0.62)",sadness,0.47,0.62,0.44306522928165526
"(0.51, 0.69)",sadness,0.51,0.69,0.5236809739081331
"(0.25, 0.56)",sadness,0.25,0.56,0.3215812334482504
"(1.0, 0.64)",sadness,1.0,0.64,0.8553524281951767
"(0.52, 0.72)",sadness,0.52,0.72,0.5546521118958924
"(0.83, 0.86)",sadness,0.83,0.86,0.8537104208764767
"(0.09, 0.22)",sadness,0.09,0.22,0.15585253986259762
"(0.54, 0.58)",sadness,0.54,0.58,0.451462054008523
"(0.29, 0.09)",anger,0.29,0.09,0.15520282303980387
"(0.98, 0.31)",sadness,0.98,0.31,0.7387168615878549
"(0.64, 0.41)",sadness,0.64,0.41,0.4308640856876663
"(0.69, 0.94)",joy,0.69,0.94,0.8309025845974444
"(0.83, 0.76)",joy,0.83,0.76,0.7839092998589816
"(0.3, 0.85)",sadness,0.3,0.85,0.6140287232067253
"(0.42, 0.69)",sadness,0.42,0.69,0.4843528739352279
"(0.36, 0.19)",sadness,0.36,0.19,0.12501949576559135
"(0.44, 0.1)",sadness,0.44,0.1,0.23935770738315587
"(0.8, 0.95)",sadness,0.8,0.95,0.9025429189104132
"(0.98, 0.99)",neutral,0.98,0.99,1.0513776244939388
"(0.97, 0.98)",joy,0.97,0.98,1.037236349609313
"(0.98, 0.81)",anger,0.98,0.81,0.931257785542044
"(0.72, 1.0)",sadness,0.72,1.0,0.8976627461302013
"(0.98, 0.51)",sadness,0.98,0.51,0.7837844003357011
"(0.61, 0.7)",sadness,0.61,0.7,0.5885758088072351
"(0.55, 0.66)",sadness,0.55,0.66,0.5204507999423611
"(0.2, 0.98)",sadness,0.2,0.98,0.7428878259023567
"(0.31, 0.66)",sadness,0.31,0.66,0.42655779519680687
"(0.34, 0.51)",sadness,0.34,0.51,0.2877580572222225
"(0.4, 0.62)",sadness,0.4,0.62,0.41191325745129886
"(0.82, 0.68)",sadness,0.82,0.68,0.7251639410880478
"(0.59, 0.91)",sadness,0.59,0.91,0.7550879725895882
"(0.63, 0.77)",sadness,0.63,0.77,0.6564652751960807
"(0.53, 0.8)",sadness,0.53,0.8,0.6298333225398784
"(0.54, 0.6)",sadness,0.54,0.6,0.46677566846519863
"(0.29, 0.9)",sadness,0.29,0.9,0.663083874009791
"(0.47, 0.83)",sadness,0.47,0.83,0.632971524829166
"(0.69, 0.23)",sadness,0.69,0.23,0.4453251505429466
"(0.86, 0.99)",joy,0.86,0.99,0.9712549449180562
"(0.95, 0.61)",sadness,0.95,0.61,0.797126710882656
"(1.0, 0.78)",sadness,1.0,0.78,0.9293323117433042
"(0.21, 0.82)",sadness,0.21,0.82,0.5825760974212018
"(0.68, 0.79)",neutral,0.68,0.79,0.7025899739707933
"(0.69, 0.48)",sadness,0.69,0.48,0.5065409366234171
"(0.54, 0.28)",sadness,0.54,0.28,0.29815249334278204
"(0.73, 0.26)",sadness,0.73,0.26,0.4857225317174263
"(0.98, 0.64)",sadness,0.98,0.64,0.8377457765990793
"(0.26, 0.52)",sadness,0.26,0.52,0.2819508962353485
"(0.51, 0.67)",sadness,0.51,0.67,0.5065374852583294
"(0.18, 0.35)",joy,0.18,0.35,0.12897313722507686
"(0.86, 0.66)",sadness,0.86,0.66,0.7458021074067783
"(0.53, 0.42)",sadness,0.53,0.42,0.33811356585087177
"(0.86, 0.84)",sadness,0.86,0.84,0.860450248164435
"(0.69, 0.62)",sadness,0.69,0.62,0.5863569644048734
"(0.72, 0.56)",joy,0.72,0.56,0.5737983614791593
"(0.99, 0.92)",sadness,0.99,0.92,1.0098932714777478
"(0.53, 0.44)",sadness,0.53,0.44,0.34925967685080717
"(0.75, 0.81)",sadness,0.75,0.81,0.7628423662330797
"(0.4, 0.75)",sadness,0.4,0.75,0.534576965145469
"(0.54, 0.82)",sadness,0.54,0.82,0.652193566165794
"(0.79, 0.9)",joy,0.79,0.9,0.8572776558482016
"(0.91, 0.7)",joy,0.91,0.7,0.8096717457463514
"(0.96, 0.47)",sadness,0.96,0.47,0.7517879482119458
"(0.31, 0.69)",sadness,0.31,0.69,0.4562278601044314
"(0.59, 0.66)",sadness,0.59,0.66,0.5448748623126451
"(0.56, 0.77)",sadness,0.56,0.77,0.6179906081842993
"(0.79, 0.45)",sadness,0.79,0.45,0.5848421700185207
"(0.58, 0.5)",sadness,0.58,0.5,0.4251957346717169
"(0.92, 0.59)",joy,0.92,0.59,0.7612718104766377
"(0.85, 0.55)",sadness,0.85,0.55,0.6807183167574052
"(0.3, 0.32)",joy,0.3,0.32,0.09849113509403819
"(0.65, 0.59)",sadness,0.65,0.59,0.5364723679689476
"(0.38, 0.36)",joy,0.38,0.36,0.1818316294112491
"(0.72, 0.09)",sadness,0.72,0.09,0.49789397042946215
"(0.85, 0.6)",sadness,0.85,0.6,0.7050044488674388
"(0.88, 0.54)",sadness,0.88,0.54,0.7031794528091326
"(0.76, 0.96)",sadness,0.76,0.96,0.886619935082963
"(0.6, 0.85)",sadness,0.6,0.85,0.7072327241225015
"(0.77, 0.84)",sadness,0.77,0.84,0.7985803488830551
"(0.78, 0.76)",sadness,0.78,0.76,0.7473214267508481
"(0.25, 0.88)",sadness,0.25,0.88,0.6415598998462368
"(0.65, 0.49)",sadness,0.65,0.49,0.47696426416086735
"(0.95, 0.32)",sadness,0.95,0.32,0.7099427339654191
"(0.99, 0.75)",sadness,0.99,0.75,0.9039144554950713
"(0.42, 0.75)",sadness,0.42,0.75,0.5407238869089568
"(0.34, 0.23)",joy,0.34,0.23,0.09561987782239334
"(0.92, 0.49)",sadness,0.92,0.49,0.7205741302036075
"(0.45, 0.74)",sadness,0.45,0.74,0.5419098061096942
"(0.58, 0.09)",sadness,0.58,0.09,0.3666467977788469
"(0.38, 0.83)",sadness,0.38,0.83,0.6068021879496674
"(0.9, 0.5)",joy,0.9,0.5,0.7055126194049717
"(0.74, 0.59)",sadness,0.74,0.59,0.6073274714174107
"(0.28, 0.76)",sadness,0.28,0.76,0.5227279977542508
"(0.84, 0.97)",sadness,0.84,0.97,0.9431144359813646
"(0.52, 0.2)",sadness,0.52,0.2,0.2779189904101078
"(0.53, 0.82)",sadness,0.53,0.82,0.6477279927895357
"(0.09, 0.74)",sadness,0.09,0.74,0.5248714263337475
"(1.0, 0.51)",sadness,1.0,0.51,0.8025757138235524
"(0.56, 0.44)",sadness,0.56,0.44,0.3741617393435833
"(0.35, 0.46)",sadness,0.35,0.46,0.2452666884176423
"(0.24, 0.62)",sadness,0.24,0.62,0.3815680935112609
"(0.41, 0.21)",sadness,0.41,0.21,0.1676779302934548
"(0.64, 0.28)",sadness,0.64,0.28,0.39742151468619397
"(0.55, 0.62)",joy,0.55,0.62,0.4886163712336772
"(0.72, 0.42)",sadness,0.72,0.42,0.5087374474180161
"(0.79, 0.84)",sadness,0.79,0.84,0.8118745985877204
"(0.11, 0.54)",sadness,0.11,0.54,0.33027930570356384
"(0.61, 0.4)",sadness,0.61,0.4,0.39937251506583943
"(0.95, 0.88)",sadness,0.95,0.88,0.9533843728703396
"(0.71, 0.3)",sadness,0.71,0.3,0.46929698968912303
"(0.7, 0.6)",sadness,0.7,0.6,0.5813414197779603
"(0.87, 0.92)",sadness,0.87,0.92,0.924892252382561
"(0.48, 0.4)",neutral,0.48,0.4,0.2853677792365105
"(0.26, 0.79)",sadness,0.26,0.79,0.5517491070393187
"(0.73, 0.25)",sadness,0.73,0.25,0.48538192033409827
"(0.76, 0.78)",sadness,0.76,0.78,0.7474898414912884
"(0.71, 0.87)",sadness,0.71,0.87,0.7844064703233388
"(0.88, 0.25)",sadness,0.88,0.25,0.635349537782663
"(0.88, 0.96)",sadness,0.88,0.96,0.9613291062613567
"(0.61, 0.47)",sadness,0.61,0.47,0.43245091097764926
"(0.09, 0.8)",sadness,0.09,0.8,0.5824728573643908
"(0.34, 0.08)",sadness,0.34,0.08,0.18488272654099133
"(0.84, 0.73)",sadness,0.84,0.73,0.7719626790318208
"(0.4, 0.29)",sadness,0.4,0.29,0.16357612004432506
"(0.53, 0.94)",sadness,0.53,0.94,0.757311549768252
"(0.39, 0.97)",sadness,0.39,0.97,0.7458180472716974
"(0.61, 0.45)",sadness,0.61,0.45,0.4220808594853127
"(0.13, 0.65)",neutral,0.13,0.65,0.4272384246814417
"(0.94, 0.38)",sadness,0.94,0.38,0.7095057475383931
"(0.66, 0.52)",sadness,0.66,0.52,0.5016892584894762
"(0.87, 0.93)",sadness,0.87,0.93,0.9322856041729144
"(0.49, 0.07)",sadness,0.49,0.07,0.2975303008365506
"(0.49, 0.34)",joy,0.49,0.34,0.26543370009600803
"(0.35, 0.55)",anger,0.35,0.55,0.3288353258460531
"(0.91, 0.87)",joy,0.91,0.87,0.9172739028136695
"(0.85, 0.44)",sadness,0.85,0.44,0.637917679039054
"(0.29, 0.77)",sadness,0.29,0.77,0.5334606114530221
"(0.44, 1.0)",sadness,0.44,1.0,0.7861687750432163
"(0.91, 0.82)",anger,0.91,0.82,0.8835935528449577
"(0.57, 0.69)",sadness,0.57,0.69,0.5564810266871112
"(0.64, 0.97)",sadness,0.64,0.97,0.8314847787293196
"(0.45, 0.64)",joy,0.45,0.64,0.4509529306370611
"(0.58, 0.17)",sadness,0.58,0.17,0.34216374467151905
"(0.29, 0.91)",sadness,0.29,0.91,0.6730609134414222
"(0.47, 0.73)",sadness,0.47,0.73,0.5406896142306298
"(0.64, 0.34)",sadness,0.64,0.34,0.4080790067132639
"(0.63, 0.51)",joy,0.63,0.51,0.471324365525766
"(0.71, 0.58)",sadness,0.71,0.58,0.5771492034065465
"(0.93, 0.79)",sadness,0.93,0.79,0.8796334743213549
"(0.51, 0.11)",neutral,0.51,0.11,0.29471536615649246
"(0.56, 0.58)",sadness,0.56,0.58,0.46478788325362436
"(0.76, 0.59)",sadness,0.76,0.59,0.6237438959605585
"(0.76, 0.53)",sadness,0.76,0.53,0.5920066151348654
"(0.7, 0.42)",joy,0.7,0.42,0.4901061111592147
"(1.0, 0.7)",sadness,1.0,0.7,0.8851058647438735
"(0.72, 0.76)",joy,0.72,0.76,0.7055919105627222
"(0.46, 0.32)",sadness,0.46,0.32,0.230171295713505
"(0.29, 0.38)",joy,0.29,0.38,0.14859415860602448
"(0.4, 0.17)",joy,0.4,0.17,0.16967002174669712
"(0.65, 0.33)",sadness,0.65,0.33,0.4154546925889874
"(0.41, 1.0)",sadness,0.41,1.0,0.7792603271938499
"(0.2, 0.34)",sadness,0.2,0.34,0.11096436862659788
"(0.3, 0.83)",sadness,0.3,0.83,0.5941125604305489
"(0.95, 0.33)",joy,0.95,0.33,0.7111606391955779
"(0.47, 0.97)",sadness,0.47,0.97,0.7654304151752324
"(0.9, 0.75)",sadness,0.9,0.75,0.8312744955241291
"(0.59, 0.81)",sadness,0.59,0.81,0.6677201165471671
"(0.81, 0.94)",joy,0.81,0.94,0.9009205549600112
"(0.63, 0.44)",sadness,0.63,0.44,0.43477726817634027
"(0.8, 0.99)",sadness,0.8,0.99,0.9344018393594941
"(0.68, 0.54)",sadness,0.68,0.54,0.5294935700790419
"(0.68, 0.88)",sadness,0.68,0.88,0.7752480858416891
"(0.46, 0.18)",sadness,0.46,0.18,0.22304272267811057
"(0.48, 0.49)",sadness,0.48,0.49,0.34440048272803114
"(0.77, 0.52)",neutral,0.77,0.52,0.5959412372353222
"(0.82, 0.93)",sadness,0.82,0.93,0.8995176330809644
"(0.58, 0.64)",sadness,0.58,0.64,0.5230890765575117
"(0.85, 0.17)",sadness,0.85,0.17,0.6091044212610875
"(0.84, 0.34)",sadness,0.84,0.34,0.6038430075921937
"(0.87, 0.51)",sadness,0.87,0.51,0.6816627759059082
"(0.68, 0.66)",sadness,0.68,0.66,0.605914739484261
"(0.34, 0.67)",sadness,0.34,0.67,0.4419242097787986
"(0.64, 0.47)",anger,0.64,0.47,0.4580703829326712
"(0.19, 0.59)",sadness,0.19,0.59,0.3557772150785307
"(0.45, 0.75)",sadness,0.45,0.75,0.5511778362639553
"(0.61, 0.66)",sadness,0.61,0.66,0.5577619615839844
"(0.31, 0.63)",sadness,0.31,0.63,0.3969373312638323
"(0.68, 0.64)",sadness,0.68,0.64,0.5921749176237892
"(0.52, 0.21)",sadness,0.52,0.21,0.2767123677419259
"(0.8, 1.0)",joy,0.8,1.0,0.9424635624941555
"(0.47, 0.86)",sadness,0.47,0.86,0.6610939864624903
"(0.34, 0.79)",sadness,0.34,0.79,0.5597019188441704
"(0.53, 0.86)",sadness,0.53,0.86,0.6838674064219159
"(0.43, 0.8)",sadness,0.43,0.8,0.591304543473726
"(0.33, 0.3)",neutral,0.33,0.3,0.10513634264734023
"(0.66, 0.79)",anger,0.66,0.79,0.6903787955278534
"(0.97, 0.68)",sadness,0.97,0.68,0.8490796005250487
"(0.49, 0.27)",neutral,0.49,0.27,0.24726436162794047
"(0.67, 0.16)",anger,0.67,0.16,0.43242261143576116
"(0.86, 0.41)",sadness,0.86,0.41,0.6387108521413747
"(0.45, 0.98)",sadness,0.45,0.98,0.7694184164005355
"(0.16, 0.45)",sadness,0.16,0.45,0.22788587543676467
"(0.83, 0.1)",sadness,0.83,0.1,0.6014008822529524
"(0.46, 0.13)",sadness,0.46,0.13,0.24102740505141398
"(0.51, 0.13)",sadness,0.51,0.13,0.28656358022312234
"(0.57, 0.35)",sadness,0.57,0.35,0.34383859471645634
"(0.55, 0.55)",sadness,0.55,0.55,0.436154300244973
"(0.7, 0.57)",sadness,0.7,0.57,0.5631745188279978
"(0.1, 0.19)",joy,0.1,0.19,0.15265189679204771
"(0.8, 0.93)",sadness,0.8,0.93,0.88686085831645
"(0.42, 0.38)",joy,0.42,0.38,0.22526397922319652
"(0.84, 0.59)",sadness,0.84,0.59,0.6912999411161677
"(0.81, 0.56)",sadness,0.81,0.56,0.6502988663531746
"(0.22, 0.48)",sadness,0.22,0.48,0.24280372844184028
"(0.32, 0.02)",sadness,0.32,0.02,0.23105673973902033
"(0.82, 0.76)",sadness,0.82,0.76,0.7764720827566846
"(0.83, 0.61)",sadness,0.83,0.61,0.693218761967577
"(0.25, 0.6)",sadness,0.25,0.6,0.36157650176577427
"(0.21, 0.6)",sadness,0.21,0.6,0.3632051571902505
"(0.14, 0.87)",sadness,0.14,0.87,0.6401675481513398
"(0.43, 0.79)",sadness,0.43,0.79,0.5818163747282319
"(0.98, 0.45)",sadness,0.98,0.45,0.7650708273257968
"(0.58, 0.61)",sadness,0.58,0.61,0.5004296896882544
"(0.82, 0.78)",sadness,0.82,0.78,0.7900445770727383
